state,fiscal_year,funds_awarded,ccdf_discretionary,ssbg_block_grant,adjusted_award,carryover,basic_assistance,basic_assistance_no_subsidies,basic_assistance_subsidies,other_assistance,other_assistance_foster,other_assistance_juvenile_justice,other_assistance_emergency,non_assistance,non_assistance_welfare_foster,non_assistance_juvenile_justice,non_assistance_emergency,work_ed,work_ed_subsidized_emp,work_ed_training,work_ed_other,work_supports,early_ed,early_ed_childcare,early_ed_prek,financial_ed,eitc_refundable,non_eitc_refundable,short_term_benefits,support__services,children_youth_services,pregnancy_prevention,fatherhood_programs,child_welfare,child_welfare_family,child_welfare_adoption,child_welfare_other,home_visiting,program_mgmt,program_mgmt_admin,program_mgmt_assessment,program_mgmt_systems,other,total_expenditures,fed_unliquidated,unobligated_balance
ARKANSAS,2015.00,63052990.00,0.00,0.00,56732858.00,34540903.00,9212268.00,9014286.00,197982.00,0.00,0.00,0.00,0.00,7215255.00,0.00,0.00,7215255.00,15905139.00,37598.00,3667300.00,12200241.00,1752171.00,90944087.00,385277.00,90558810.00,369424.00,0.00,0.00,0.00,0.00,0.00,950000.00,2251199.00,0.00,0.00,0.00,0.00,0.00,15712636.00,12518281.00,0.00,3194355.00,0.00,144312179.00,33432731.00,10851193.00
CALIFORNIA,2015.00,3653771968.00,0.00,365119521.00,3288652447.00,134992001.00,2838726503.00,2764482069.00,74244434.00,242157000.00,0.00,0.00,242157000.00,0.00,0.00,0.00,0.00,1062482956.00,40440322.00,468216322.00,553826312.00,255556913.00,896082757.00,896082757.00,0.00,7450.00,0.00,0.00,501011.00,143471542.00,1255755.00,18529298.00,1150471.00,975735.00,780931.00,0.00,194804.00,10990.00,811589083.00,536832728.00,223880014.00,50876341.00,673056.00,6273170520.00,175108742.00,0.00
COLORADO,2015.00,151213631.00,773392.00,0.00,135283298.00,61803605.00,76899072.00,76899072.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10735019.00,135867.00,5617634.00,4981518.00,7900076.00,66295972.00,3352894.00,62943078.00,17797.00,0.00,4767752.00,8115630.00,15395952.00,7368736.00,696840.00,136444.00,44075674.00,24079246.00,0.00,19996428.00,6802009.00,51644232.00,12916943.00,34209905.00,4517384.00,0.00,300851205.00,0.00,78909172.00
CONNECTICUT,2015.00,266788107.00,0.00,26678810.00,240109297.00,0.00,69820413.00,69820413.00,0.00,0.00,0.00,0.00,0.00,12963926.00,0.00,0.00,12963926.00,16374223.00,0.00,16374223.00,0.00,1770069.00,139909626.00,56292730.00,83616896.00,0.00,0.00,0.00,0.00,9028224.00,0.00,64406850.00,20168937.00,55228981.00,55228981.00,0.00,0.00,0.00,88277471.00,32742379.00,45028133.00,10506959.00,0.00,477948720.00,0.00,1.00
DELAWARE,2015.00,35888252.00,0.00,0.00,32290981.00,7217838.00,21009341.00,21009341.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6025850.00,3438941.00,1627909.00,959000.00,0.00,50594567.00,50594567.00,0.00,0.00,0.00,0.00,2460644.00,750002.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18016186.00,3880453.00,12284914.00,1850819.00,0.00,98856590.00,375566.00,9530741.00
DIST.OF COLUMBIA,2015.00,102926698.00,0.00,3935917.00,88673898.00,82157344.00,76760797.00,76760797.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38161495.00,7417042.00,2263459.00,28480994.00,0.00,59532260.00,59532260.00,0.00,0.00,20000000.00,0.00,51742177.00,1238827.00,0.00,1395105.00,0.00,0.00,0.00,0.00,0.00,1162925.00,9019838.00,4120649.00,2718549.00,2180640.00,3944002.00,262957426.00,0.00,89998782.00
FLORIDA,2015.00,562340120.00,82996516.00,42175507.00,437168097.00,34797439.00,177243696.00,156620168.00,20623528.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47357786.00,384588.00,4315189.00,42658009.00,3424025.00,218644055.00,218644055.00,0.00,0.00,0.00,0.00,836210.00,18837188.00,0.00,735043.00,0.00,270946065.00,50066630.00,1600571.00,219278864.00,0.00,81396467.00,44992916.00,0.00,36403551.00,3991524.00,823412059.00,43843760.00,41724009.00
GEORGIA,2015.00,330741739.00,0.00,6723084.00,324018655.00,77349604.00,96903315.00,67605527.00,29297788.00,23971190.00,23971190.00,0.00,0.00,528536.00,528536.00,0.00,0.00,12487678.00,5434382.00,807274.00,6246022.00,3976508.00,22182651.00,22182651.00,0.00,0.00,0.00,0.00,73720.00,22770713.00,67848089.00,740095.00,746933.00,255516678.00,223468613.00,14651246.00,17396819.00,0.00,24666060.00,13018121.00,7079479.00,4568460.00,223627.00,532635793.00,32078204.00,10022789.00
HAWAII,2015.00,109922947.00,0.00,9890000.00,89014788.00,90485097.00,52318996.00,52318996.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98199807.00,1930832.00,44479474.00,51789501.00,3194424.00,4971633.00,4971633.00,0.00,0.00,0.00,0.00,714049.00,29218476.00,21100037.00,3376425.00,2492431.00,2156668.00,328847.00,132000.00,1695821.00,0.00,28260930.00,13656104.00,11654372.00,2950454.00,17602520.00,263606396.00,8555471.00,125948091.00
IDAHO,2015.00,30412562.00,7831234.00,323133.00,22258195.00,30264204.00,7793360.00,7793360.00,0.00,0.00,0.00,0.00,0.00,8958569.00,0.00,0.00,8958569.00,5129534.00,232881.00,53307.00,4843346.00,189501.00,3952389.00,2346838.00,1605551.00,0.00,0.00,0.00,1413268.00,431624.00,0.00,399111.00,0.00,1476554.00,1476554.00,0.00,0.00,0.00,5362305.00,4175447.00,0.00,1186858.00,0.00,35106215.00,0.00,30441563.00
ILLINOIS,2015.00,585056960.00,0.00,1200000.00,583856960.00,14356736.00,68486653.00,68486653.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21025686.00,0.00,11993049.00,9032637.00,3686761.00,914337513.00,868183429.00,46154084.00,377984.00,42607948.00,0.00,915631.00,6243038.00,6151218.00,858209.00,0.00,232845603.00,4759794.00,0.00,228085809.00,0.00,76080533.00,0.00,73582400.00,2498133.00,0.00,1373616777.00,0.00,0.00
INDIANA,2015.00,206799108.00,62039732.00,0.00,144759376.00,303748944.00,20433286.00,20433286.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15036003.00,0.00,14922588.00,113415.00,30345.00,38550929.00,38550929.00,0.00,0.00,31909902.00,0.00,0.00,0.00,497908.00,2356733.00,0.00,0.00,0.00,0.00,0.00,0.00,23669810.00,19589146.00,0.00,4080664.00,100714527.00,233199443.00,323911218.00,5250000.00
IOWA,2015.00,131028542.00,26332712.00,12962008.00,91733822.00,23987347.00,40449292.00,40449292.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12976202.00,0.00,9836.00,12966366.00,2257358.00,22993680.00,22993680.00,0.00,0.00,26899212.00,0.00,203485.00,0.00,5354874.00,1761466.00,21761.00,51987121.00,49352589.00,0.00,2634532.00,0.00,14588306.00,7335933.00,6522543.00,729830.00,0.00,179492757.00,20353541.00,1800018.00
KANSAS,2015.00,101931061.00,7500078.00,10193106.00,84237877.00,52624636.00,19610167.00,19610167.00,0.00,15857003.00,15857003.00,0.00,0.00,3196502.00,3196502.00,0.00,0.00,3358067.00,0.00,724996.00,2633071.00,1632024.00,20778024.00,6673024.00,14105000.00,0.00,46863376.00,0.00,997.00,2683704.00,12930635.00,0.00,963059.00,4212351.00,4212351.00,0.00,0.00,0.00,12633512.00,7049469.00,3591933.00,1992110.00,0.00,144719421.00,980785.00,58803707.00
KENTUCKY,2015.00,181287668.00,0.00,0.00,181287668.00,1747811.00,139795721.00,92621443.00,47174278.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32696568.00,11078155.00,303981.00,21314432.00,0.00,46770069.00,46770069.00,0.00,0.00,0.00,0.00,0.00,15528330.00,0.00,0.00,4958048.00,0.00,0.00,0.00,0.00,0.00,14393051.00,12301792.00,0.00,2091259.00,0.00,254141787.00,0.00,30228102.00
LOUISIANA,2015.00,163971985.00,0.00,16397198.00,147574787.00,0.00,18826852.00,18826852.00,0.00,0.00,0.00,0.00,0.00,11126431.00,0.00,0.00,11126431.00,28557881.00,0.00,28557881.00,0.00,988235.00,73704107.00,5219488.00,68484619.00,0.00,16972846.00,0.00,0.00,8672942.00,3035096.00,1197060.00,0.00,30547038.00,894432.00,0.00,29652606.00,2158108.00,17675739.00,15566221.00,1375648.00,733870.00,0.00,213462335.00,12949954.00,0.00
MAINE,2015.00,78120889.00,0.00,0.00,78120889.00,58817282.00,40489547.00,32543040.00,7946507.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3091053.00,0.00,280532.00,2810521.00,3958014.00,14982556.00,9595257.00,5387299.00,0.00,0.00,2814704.00,4458000.00,2737620.00,0.00,422240.00,0.00,1236659.00,0.00,0.00,1236659.00,0.00,11030521.00,3876755.00,5732975.00,1420791.00,0.00,85220914.00,0.00,92013296.00
MARYLAND,2015.00,254619936.00,0.00,22909803.00,206188229.00,0.00,111435066.00,111435066.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33560084.00,7118883.00,1029562.00,25411639.00,5644180.00,112061216.00,25868019.00,86193197.00,0.00,161702187.00,0.00,66979299.00,0.00,0.00,58117.00,1402781.00,33302354.00,26559127.00,0.00,6743227.00,1192015.00,51531510.00,24287038.00,20372289.00,6872183.00,0.00,578868809.00,0.00,0.00
MASSACHUSETTS,2015.00,510545831.00,91874224.00,45937110.00,321559782.00,0.00,266155892.00,266155892.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,176099394.00,0.00,172428357.00,3671037.00,0.00,240891511.00,240030844.00,860667.00,0.00,115984573.00,0.00,96740969.00,13839756.00,0.00,15010037.00,0.00,14941258.00,14941258.00,0.00,0.00,0.00,34693280.00,34693280.00,0.00,0.00,0.00,974356670.00,0.00,0.00
MICHIGAN,2015.00,775352858.00,2017045.00,77535285.00,695800528.00,38917102.00,149705357.00,96465287.00,53240070.00,51168506.00,51168506.00,0.00,0.00,275779.00,0.00,0.00,275779.00,4650958.00,440734.00,4210224.00,0.00,59045191.00,224653382.00,19529132.00,205124250.00,0.00,45842510.00,0.00,70664138.00,17388274.00,312936661.00,0.00,24023.00,42739525.00,42739525.00,0.00,0.00,0.00,316292366.00,52153041.00,259293331.00,4845994.00,0.00,1295386670.00,0.00,57432623.00
MINNESOTA,2015.00,261969844.00,50099000.00,4790000.00,207080844.00,60526936.00,84902158.00,84902158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56427870.00,0.00,658794.00,55769076.00,2659764.00,90825130.00,85125130.00,5700000.00,0.00,164884001.00,10000000.00,29591723.00,0.00,0.00,1156000.00,0.00,0.00,0.00,0.00,0.00,7661426.00,39775879.00,39575178.00,0.00,200701.00,3076354.00,490960305.00,83100593.00,1.00
MISSISSIPPI,2015.00,86767577.00,17353515.00,8676758.00,60737304.00,21167665.00,11350245.00,11350245.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16580837.00,0.00,7621036.00,8959801.00,9405894.00,1715430.00,1715430.00,0.00,0.00,0.00,0.00,0.00,2853936.00,4098980.00,1532.00,1698271.00,16847326.00,0.00,0.00,16847326.00,0.00,3296742.00,2822381.00,0.00,474361.00,0.00,67849193.00,0.00,35780085.00
MISSOURI,2015.00,241231670.00,0.00,21701176.00,195350564.00,9657073.00,77131363.00,77131363.00,0.00,0.00,0.00,0.00,0.00,112307997.00,0.00,0.00,112307997.00,26794914.00,0.00,0.00,26794914.00,0.00,44460220.00,44460220.00,0.00,0.00,0.00,0.00,62571432.00,696595.00,0.00,0.00,473437.00,0.00,0.00,0.00,0.00,0.00,5812847.00,4688120.00,0.00,1124727.00,67900530.00,398149335.00,16132797.00,283487.00
MONTANA,2015.00,38039116.00,8700000.00,2575839.00,26763277.00,42365368.00,16611949.00,16611949.00,0.00,1885554.00,0.00,0.00,1885554.00,1378340.00,1378340.00,0.00,0.00,12235554.00,2042435.00,504773.00,9688346.00,0.00,1650868.00,1650868.00,0.00,367805.00,0.00,0.00,642528.00,0.00,860004.00,268823.00,0.00,235489.00,235489.00,0.00,0.00,0.00,5316436.00,3406988.00,113096.00,1796352.00,0.00,41453350.00,0.00,42917089.00
NEBRASKA,2015.00,56833778.00,17000000.00,0.00,39833778.00,56265177.00,23968420.00,23968420.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15141864.00,389772.00,0.00,14752092.00,0.00,6498997.00,6498997.00,0.00,0.00,30600912.00,6191540.00,0.00,0.00,238421.00,0.00,0.00,4336923.00,4336923.00,0.00,0.00,0.00,5024311.00,4723210.00,0.00,301101.00,0.00,92001388.00,0.00,59981915.00
NEVADA,2015.00,48778314.00,0.00,0.00,43907516.00,6530118.00,45850652.00,45850652.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1124668.00,0.00,35685.00,1088983.00,1191693.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,840590.00,0.00,129405.00,0.00,0.00,0.00,0.00,0.00,0.00,11291546.00,3519640.00,0.00,7771906.00,30377702.00,90806256.00,6361481.00,0.00
NEW HAMPSHIRE,2015.00,38521261.00,4200000.00,936937.00,33384324.00,29273890.00,19309986.00,18781348.00,528638.00,5094083.00,3226683.00,1380104.00,487296.00,0.00,0.00,0.00,0.00,6754942.00,0.00,145881.00,6609061.00,1076693.00,4581872.00,4581872.00,0.00,0.00,0.00,0.00,2240084.00,0.00,0.00,1229264.00,2306443.00,0.00,0.00,0.00,0.00,416648.00,9888940.00,7571720.00,0.00,2317220.00,2974529.00,55873484.00,0.00,44539464.00
NEW JERSEY,2015.00,404034823.00,76000000.00,16938000.00,311096823.00,29508709.00,190505511.00,188284368.00,2221143.00,6840000.00,0.00,0.00,6840000.00,0.00,0.00,0.00,0.00,85037944.00,1122273.00,22095444.00,61820227.00,9542691.00,491716063.00,35916599.00,455799464.00,26495.00,195070632.00,0.00,9071654.00,15464924.00,18637903.00,2472572.00,5933750.00,0.00,0.00,0.00,0.00,0.00,59376344.00,55964775.00,0.00,3411569.00,91882.00,1089788365.00,8237763.00,6000000.00
NEW MEXICO,2015.00,122896685.00,30527500.00,0.00,80050600.00,75218058.00,52746082.00,52746082.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11030573.00,2374054.00,0.00,8656519.00,622248.00,6100000.00,0.00,6100000.00,0.00,0.00,48312000.00,0.00,1547530.00,0.00,1594611.00,6500000.00,174384.00,174384.00,0.00,0.00,2000000.00,7795296.00,6906680.00,0.00,888616.00,66911592.00,205334316.00,93551103.00,0.00
NEW YORK,2015.00,2715077191.00,312331000.00,181119543.00,1949480059.00,44926274.00,1574482905.00,1574482905.00,0.00,175561140.00,126756940.00,48804200.00,0.00,37837016.00,12222955.00,9361501.00,16252560.00,158662717.00,43818057.00,9078388.00,105766272.00,6020814.00,335676313.00,101938998.00,233737315.00,60771.00,1000497831.00,509755882.00,205170617.00,45594326.00,5668439.00,356388.00,202082.00,198171432.00,118218609.00,0.00,79952823.00,1595964.00,448499275.00,368278253.00,58419962.00,21801060.00,268137211.00,4971951123.00,70427896.00,92242935.00
NORTH CAROLINA,2015.00,335015340.00,71773001.00,12239700.00,217422276.00,24575170.00,52293388.00,52293388.00,0.00,1385152.00,1385152.00,0.00,0.00,76792159.00,76792159.00,0.00,0.00,8711374.00,1788.00,1176979.00,7532607.00,3712565.00,219540299.00,118988074.00,100552225.00,0.00,0.00,0.00,4919303.00,579199.00,3550226.00,0.00,255.00,42943886.00,9388926.00,446706.00,33108254.00,18.00,68860003.00,42380010.00,25022487.00,1457506.00,0.00,483287827.00,15981983.00,0.00
NORTH DAKOTA,2015.00,26399809.00,0.00,0.00,26399809.00,14116239.00,4750630.00,4503250.00,247380.00,16401515.00,16401515.00,0.00,0.00,3671330.00,3671330.00,0.00,0.00,3362689.00,0.00,20392.00,3342297.00,1057168.00,1113083.00,1113083.00,0.00,0.00,0.00,0.00,18480.00,0.00,0.00,253477.00,0.00,3778080.00,3778080.00,0.00,0.00,0.00,4205495.00,3654962.00,25194.00,525339.00,0.00,38611947.00,0.00,10973387.00
OHIO,2015.00,727968260.00,0.00,60593787.00,667374473.00,277178304.00,270717044.00,269816698.00,900346.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69987674.00,35523085.00,8166775.00,26297814.00,17263665.00,378295090.00,378295090.00,0.00,0.00,0.00,0.00,55328735.00,7284084.00,4378401.00,35164245.00,1858977.00,7247980.00,3858764.00,0.00,3389216.00,0.00,159320764.00,113381863.00,37203758.00,8735143.00,0.00,1006846659.00,227461862.00,137022973.00
OKLAHOMA,2015.00,145281442.00,29056288.00,14528144.00,101697010.00,61807859.00,28345067.00,19676269.00,8668798.00,17599699.00,9723151.00,0.00,7876548.00,0.00,0.00,0.00,0.00,12011056.00,0.00,11801891.00,209165.00,2430916.00,59356438.00,47560473.00,11795965.00,0.00,0.00,0.00,150452.00,1145328.00,2207693.00,755195.00,13256392.00,7776649.00,7541730.00,0.00,234919.00,0.00,25426600.00,16643281.00,6494044.00,2289275.00,714818.00,171176303.00,52448280.00,0.00
OREGON,2015.00,185380277.00,0.00,0.00,166798629.00,0.00,126404411.00,126404411.00,0.00,9530981.00,8047639.00,0.00,1483342.00,0.00,0.00,0.00,0.00,20251361.00,4844605.00,1499785.00,13906971.00,3756090.00,21079777.00,12963750.00,8116027.00,0.00,0.00,2021712.00,29342535.00,8643885.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126708022.00,49410766.00,77297256.00,0.00,0.00,347738774.00,0.00,22080165.00
PENNSYLVANIA,2015.00,719499305.00,110912000.00,23232750.00,585354555.00,791695931.00,284167818.00,284167818.00,0.00,0.00,0.00,0.00,0.00,56737871.00,0.00,55497841.00,1240030.00,105436822.00,0.00,2413361.00,103023461.00,8602202.00,324870704.00,324870704.00,0.00,0.00,0.00,0.00,13476620.00,0.00,0.00,79383704.00,2363455.00,0.00,0.00,0.00,0.00,0.00,82782445.00,72088704.00,0.00,10693741.00,0.00,957821641.00,55938593.00,771983201.00
RHODE ISLAND,2015.00,95021587.00,13029940.00,7126618.00,74865029.00,0.00,20368850.00,20368850.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9673908.00,0.00,0.00,9673908.00,1276106.00,16251771.00,16251771.00,0.00,0.00,6076322.00,299345.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12597358.00,9457192.00,0.00,3140166.00,80369435.00,146913095.00,0.00,11466011.00
SOUTH CAROLINA,2015.00,111104406.00,0.00,0.00,99967824.00,36119668.00,40790583.00,28542103.00,12248480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18088836.00,0.00,10226681.00,7862155.00,1273483.00,4085269.00,4085269.00,0.00,0.00,0.00,0.00,0.00,3620973.00,0.00,0.00,1634087.00,0.00,0.00,0.00,0.00,0.00,22416411.00,18576084.00,0.00,3840327.00,88446241.00,180355883.00,24466338.00,0.00
SOUTH DAKOTA,2015.00,21279651.00,0.00,2127965.00,19151686.00,19382859.00,14025248.00,14025248.00,0.00,3831546.00,919460.00,0.00,2912086.00,0.00,0.00,0.00,0.00,3988034.00,0.00,0.00,3988034.00,86602.00,802914.00,802914.00,0.00,0.00,0.00,0.00,0.00,475083.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,475387.00,2927925.00,2927925.00,0.00,0.00,0.00,26612739.00,0.00,20461806.00
TENNESSEE,2015.00,212859869.00,8397592.00,0.00,183126205.00,153078285.00,82102096.00,82102096.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32784889.00,0.00,0.00,32784889.00,1996202.00,85380566.00,23579659.00,61800907.00,0.00,0.00,0.00,0.00,389806.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35825907.00,30707063.00,0.00,5118844.00,9498702.00,247978168.00,0.00,242828263.00
TEXAS,2015.00,540426574.00,0.00,33573455.00,452683297.00,188722368.00,58129686.00,58129686.00,0.00,81934059.00,81934059.00,0.00,0.00,282491494.00,282491494.00,0.00,0.00,74133218.00,3589180.00,4940493.00,65603545.00,4020278.00,374495148.00,0.00,374495148.00,0.00,0.00,0.00,4381696.00,0.00,0.00,6799011.00,8595030.00,803817.00,803817.00,0.00,0.00,3226399.00,51415273.00,34691038.00,0.00,16724235.00,14930000.00,965355109.00,124788262.00,2.00
UTAH,2015.00,75609475.00,15121895.00,7560947.00,52926633.00,121567279.00,21580785.00,21580785.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29870699.00,265678.00,2743807.00,26861214.00,262368.00,5239919.00,4608945.00,630974.00,339628.00,0.00,0.00,2485481.00,3906070.00,6425072.00,409934.00,1450852.00,461854.00,416340.00,0.00,45514.00,20760.00,6072301.00,5157477.00,289185.00,625639.00,1950.00,78527673.00,0.00,120855274.00
VERMONT,2015.00,47353181.00,9224074.00,4735318.00,33393789.00,1636422.00,17726218.00,17726218.00,0.00,0.00,0.00,0.00,0.00,3401987.00,3401987.00,0.00,0.00,152406.00,0.00,0.00,152406.00,0.00,23326851.00,23326851.00,0.00,0.00,19920612.00,0.00,2729517.00,0.00,2311776.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13661596.00,6830998.00,6484689.00,345909.00,0.00,83230963.00,0.00,174756.00
VIRGINIA,2015.00,158285172.00,16037729.00,15825500.00,126421943.00,54278512.00,82836320.00,82836320.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49705462.00,48700.00,190269.00,49466493.00,7301542.00,21436557.00,21436557.00,0.00,408.00,0.00,0.00,2220644.00,0.00,0.00,0.00,42826337.00,0.00,0.00,0.00,0.00,0.00,20689401.00,16999003.00,0.00,3690398.00,13659455.00,240676126.00,79669.00,78114271.00
WASHINGTON,2015.00,422938318.00,109326286.00,4675000.00,266543682.00,65856332.00,154051563.00,154051563.00,0.00,0.00,0.00,0.00,0.00,8891014.00,0.00,0.00,8891014.00,160896612.00,11144040.00,77474174.00,72278398.00,0.00,148444708.00,99728758.00,48715950.00,0.00,0.00,0.00,35933983.00,4268977.00,0.00,224308363.00,0.00,0.00,0.00,0.00,0.00,350284.00,75899023.00,65290229.00,0.00,10608794.00,122232798.00,935277325.00,0.00,45853103.00
WEST VIRGINIA,2015.00,110176310.00,0.00,11017631.00,99158679.00,3724171.00,24586981.00,24586981.00,0.00,15414649.00,12977465.00,0.00,2437184.00,0.00,0.00,0.00,0.00,682923.00,0.00,0.00,682923.00,13601759.00,9075897.00,9075897.00,0.00,0.00,0.00,0.00,17720360.00,1558146.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28704746.00,16089959.00,0.00,12614787.00,3629647.00,114975108.00,0.00,22354188.00
WISCONSIN,2015.00,348864545.00,61833144.00,15443200.00,236619657.00,54781887.00,120227388.00,120227388.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37296026.00,3126542.00,677724.00,33491760.00,3023643.00,111656359.00,111656359.00,0.00,0.00,62500000.00,0.00,37522702.00,9984912.00,83290652.00,418749.00,4566908.00,3726708.00,3726708.00,0.00,0.00,812085.00,29941933.00,24252440.00,1556881.00,4132612.00,407156.00,505375221.00,0.00,88147594.00
WYOMING,2015.00,18500530.00,0.00,0.00,18500530.00,26281766.00,4881309.00,3327602.00,1553707.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,546577.00,0.00,546571.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3410646.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7068270.00,6978901.00,0.00,89369.00,12112322.00,28019124.00,4552862.00,24195852.00
