state,fiscal_year,funds_awarded,ccdf_discretionary,ssbg_block_grant,adjusted_award,carryover,basic_assistance,basic_assistance_no_subsidies,basic_assistance_subsidies,other_assistance,other_assistance_foster,other_assistance_juvenile_justice,other_assistance_emergency,non_assistance,non_assistance_welfare_foster,non_assistance_juvenile_justice,non_assistance_emergency,work_ed,work_ed_subsidized_emp,work_ed_training,work_ed_other,work_supports,early_ed,early_ed_childcare,early_ed_prek,financial_ed,eitc_refundable,non_eitc_refundable,short_term_benefits,support__services,children_youth_services,pregnancy_prevention,fatherhood_programs,child_welfare,child_welfare_family,child_welfare_adoption,child_welfare_other,home_visiting,program_mgmt,program_mgmt_admin,program_mgmt_assessment,program_mgmt_systems,other,total_expenditures,fed_unliquidated,unobligated_balance
MINNESOTA,2015,261969844,50099000,4790000,207080844,60526936,39474728,39474728,0,0,0,0,0,0,0,0,0,54543717,0,658794,53884923,2659764,0,0,0,0,23166000,0,29408685,0,0,1156000,0,0,0,0,0,7661426,23360512,23159811,0,200701,3076354,184507186,83100593,1
MISSISSIPPI,2015,86767577,17353515,8676758,60737304,21167665,6931557,6931557,0,0,0,0,0,0,0,0,0,2297190,0,0,2297190,8384618,0,0,0,0,0,0,0,2853936,4098980,1532,1698271,16847326,0,0,16847326,0,3011474,2770481,0,240993,0,46124884,0,35780085
MISSOURI,2015,241231670,0,21701176,195350564,9657073,12807374,12807374,0,0,0,0,0,112307997,0,0,112307997,8162038,0,0,8162038,0,27911464,27911464,0,0,0,0,0,696595,0,0,473437,0,0,0,0,0,1545765,1230157,0,315608,48866613,212771283,16132797,283487
MONTANA,2015,38039116,8700000,2575839,26763277,42365368,14030562,14030562,0,1885554,0,0,1885554,1378340,1378340,0,0,2635830,1392421,504773,738636,0,336878,336878,0,367805,0,0,247741,0,860004,268823,0,235489,235489,0,0,0,3964530,2945826,0,1018704,0,26211556,0,42917089
NEBRASKA,2015,56833778,17000000,0,39833778,56265177,13093813,13093813,0,0,0,0,0,0,0,0,0,13661993,389772,0,13272221,0,0,0,0,0,0,0,0,0,0,0,0,4336923,4336923,0,0,0,5024311,4723210,0,301101,0,36117040,0,59981915
NEVADA,2015,48778314,0,0,43907516,6530118,36053042,36053042,0,0,0,0,0,0,0,0,0,61235,0,35685,25550,1191693,0,0,0,0,0,0,0,840590,0,129405,0,0,0,0,0,0,4877400,1155863,0,3721537,5793586,48946951,6361481,0
NEW HAMPSHIRE,2015,38521261,4200000,936937,33384324,29273890,4134092,3880834,253258,5094083,3226683,1380104,487296,0,0,0,0,3761947,0,69275,3692672,366978,0,0,0,0,0,0,157561,0,0,117091,183562,0,0,0,0,416648,2768393,1968757,0,799636,1118395,18118750,0,44539464
NEW JERSEY,2015,404034823,76000000,16938000,311096823,29508709,159489083,157267940,2221143,6840000,0,0,6840000,0,0,0,0,51141368,575710,15774958,34790700,9526833,9542421,9542421,0,26495,18393000,0,2923723,7792493,12565867,2472572,5783770,0,0,0,0,0,39778262,37126163,0,2652099,91882,326367769,8237763,6000000
NEW MEXICO,2015,122896685,30527500,0,80050600,75218058,44766109,44766109,0,0,0,0,0,0,0,0,0,11030573,2374054,0,8656519,622248,6100000,0,6100000,0,0,0,0,1547530,0,0,0,174384,174384,0,0,2000000,7795296,6906680,0,888616,0,74036140,93551103,0
NEW YORK,2015,2715077191,312331000,181119543,1949480059,44926274,1112205620,1112205620,0,175561140,126756940,48804200,0,37837016,12222955,9361501,16252560,138868643,42520197,8843135,87505311,5580846,0,0,0,55531,0,0,173484063,39400893,5507226,356388,199743,172827337,117778546,0,55048791,1582752,240414893,182269982,55781655,2363256,0,2103882091,70427896,92242935
NORTH CAROLINA,2015,335015340,71773001,12239700,217422276,24575170,52293388,52293388,0,1385152,1385152,0,0,76792159,76792159,0,0,2657000,0,573863,2083137,384700,94555289,94555289,0,0,0,0,653258,204959,3348585,0,255,5864999,5418340,446659,0,0,21456082,19233854,2222228,0,0,259595826,15981983,0
NORTH DAKOTA,2015,26399809,0,0,26399809,14116239,1438856,1191476,247380,16401515,16401515,0,0,3671330,3671330,0,0,638392,0,20392,618000,605718,50570,50570,0,0,0,0,18480,0,0,253477,0,2258828,2258828,0,0,0,4205495,3654962,25194,525339,0,29542661,0,10973387
OHIO,2015,727968260,0,60593787,667374473,277178304,155558649,155558649,0,0,0,0,0,0,0,0,0,69987674,35523085,8166775,26297814,17263665,194919776,194919776,0,0,0,0,17545474,7284084,3578501,1265435,1610683,5079798,1690582,0,3389216,0,105974203,60712888,37203758,8057557,0,580067942,227461862,137022973
OKLAHOMA,2015,145281442,29056288,14528144,101697010,61807859,13975337,9718776,4256561,17599699,9723151,0,7876548,0,0,0,0,5985870,0,5882933,102937,1195774,40640097,40640097,0,0,0,0,150452,900052,909892,229678,13256392,3869212,3748625,0,120587,0,12002805,7625324,3237391,1140090,341329,111056589,52448280,0
OREGON,2015,185380277,0,0,166798629,0,59023039,59023039,0,9530981,8047639,0,1483342,0,0,0,0,9665498,860313,449230,8355955,2247770,3318659,3318659,0,0,0,0,0,7309449,0,0,0,0,0,0,0,0,72204716,22900462,49304254,0,0,163300112,0,22080165
PENNSYLVANIA,2015,719499305,110912000,23232750,585354555,791695931,262799378,262799378,0,0,0,0,0,56737871,0,55497841,1240030,101080298,0,2413361,98666937,8290279,25598636,25598636,0,0,0,0,11872625,0,0,27376109,2363455,0,0,0,0,0,53010041,44719794,0,8290247,0,549128692,55938593,771983201
RHODE ISLAND,2015,95021587,13029940,7126618,74865029,0,19910562,19910562,0,0,0,0,0,0,0,0,0,9673908,0,0,9673908,1276106,10930645,10930645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10118083,7429447,0,2688636,11489714,63399018,0,11466011
SOUTH CAROLINA,2015,111104406,0,0,99967824,36119668,39890384,27641904,12248480,0,0,0,0,0,0,0,0,18088836,0,10226681,7862155,1273483,0,0,0,0,0,0,0,3620973,0,0,1634087,0,0,0,0,0,19077197,16117347,0,2959850,39172776,122757736,24466338,0
SOUTH DAKOTA,2015,21279651,0,2127965,19151686,19382859,8515144,8515144,0,3831546,919460,0,2912086,0,0,0,0,2674819,0,0,2674819,43301,0,0,0,0,0,0,0,475083,0,0,0,0,0,0,0,475387,2057459,2057459,0,0,0,18072739,0,20461806
TENNESSEE,2015,212859869,8397592,0,183126205,153078285,69544767,69544767,0,0,0,0,0,0,0,0,0,22252391,0,0,22252391,1497152,4603877,4603877,0,0,0,0,0,292354,0,0,0,0,0,0,0,0,16521758,14391945,0,2129813,0,114712299,0,242828263
TEXAS,2015,540426574,0,33573455,452683297,188722368,47690117,47690117,0,81934059,81934059,0,0,282491494,282491494,0,0,65860305,3450840,4915510,57493955,3855380,0,0,0,0,0,0,4362870,0,0,6799011,8595030,0,0,0,0,3226399,51042558,34344367,0,16698191,14930000,570787223,124788262,2
UTAH,2015,75609475,15121895,7560947,52926633,121567279,15210820,15210820,0,0,0,0,0,0,0,0,0,20365402,265678,2708616,17391108,262368,764995,134021,630974,339628,0,0,2157789,3863075,2963201,409934,1450852,461854,416340,0,45514,20760,5366010,4451186,289185,625639,1950,53638638,0,120855274
VERMONT,2015,47353181,9224074,4735318,33393789,1636422,1563623,1563623,0,0,0,0,0,3401987,3401987,0,0,5177,0,0,5177,0,670395,670395,0,0,19920612,0,2080225,0,0,0,0,0,0,0,0,0,7213436,4204652,2823199,185585,0,34855455,0,174756
VIRGINIA,2015,158285172,16037729,15825500,126421943,54278512,38835103,38835103,0,0,0,0,0,0,0,0,0,20652867,48700,189177,20414990,950771,107795,107795,0,408,0,0,2219649,0,0,0,25244756,0,0,0,0,0,7715831,6354977,0,1360854,6779335,102506515,79669,78114271
WASHINGTON,2015,422938318,109326286,4675000,266543682,65856332,151246379,151246379,0,0,0,0,0,8891014,0,0,8891014,84759105,10874562,12901668,60982875,0,28802349,28802349,0,0,0,0,200000,4255591,0,0,0,0,0,0,0,0,50785823,41874796,0,8911027,0,328940261,0,45853103
WEST VIRGINIA,2015,110176310,0,11017631,99158679,3724171,616832,616832,0,15414649,12977465,0,2437184,0,0,0,0,682923,0,0,682923,13601759,6104505,6104505,0,0,0,0,15771956,1168609,0,0,0,0,0,0,0,0,23537782,10922995,0,12614787,3629647,80528662,0,22354188
WISCONSIN,2015,348864545,61833144,15443200,236619657,54781887,38481311,38481311,0,0,0,0,0,0,0,0,0,4679541,3126493,0,1553048,118130,111656359,111656359,0,0,62500000,0,600000,0,1297837,0,0,3726708,3726708,0,0,812085,13943367,9252956,794786,3895625,407156,238222494,0,88147594
WYOMING,2015,18500530,0,0,18500530,26281766,1045040,1045040,0,0,0,0,0,0,0,0,0,284368,0,284363,5,0,0,0,0,0,0,0,1863211,0,0,0,0,0,0,0,0,0,5209270,5182502,0,26768,7631693,16033582,4552862,24195852
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
